Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,NY,New York,Demographics,Age,What is your age?,55-64 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Age,What is your age?,65+ years,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,470,6.4,5.7,7.1,2,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,272,3.6,3,4.2,2,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,786,8.9,8.1,9.7,2,,,,,,,,,,,,,
2014,NY,New York,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,604,15.2,13.9,16.5,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,195,3.9,3.3,4.6,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,229,4,3.3,4.6,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,Student,Overall,Overall,240,6.9,5.9,7.9,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,495,7.1,6.3,8,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,363,6,5.2,6.7,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,629,9.4,8.5,10.3,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Income,What is your annual household income?,Less than $15,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Income,What is your annual household income?,$15 ,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Income,What is your annual household income?,$25 ,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Income,What is your annual household income?,$35 ,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Income,What is your annual household income?,$50 ,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,889,9.3,8.5,10.1,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,771,6.2,5.6,6.8,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,241,3.3,2.8,3.9,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,230,4.8,4,5.5,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,46,1,0.7,1.4,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,77,1.6,1.2,2,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,278,5.7,4.9,6.5,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,680,13.3,12.2,14.4,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,819,15.7,14.5,17,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,878,14.3,13.2,15.4,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,65,0.9,0.6,1.1,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,377,9.5,8.4,10.5,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,862,17.8,16.5,19.1,1,,,,,,,,,,,,,
2014,NY,New York,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,219,4.5,3.7,5.2,2,,,,,,,,,,,,,
2014,NY,New York,Demographics,Sex,Gender of respondent,Male,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Sex,Gender of respondent,Female,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,664,7.8,7,8.5,2,,,,,,,,,,,,,
2014,NY,New York,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,784,14,12.9,15.2,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,36,BO1,CAT1,MEDCOST,RESP046,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,565,12.3,11.1,13.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,36,BO1,CAT1,HLTHPLN1,RESP054,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,746,12.3,11.3,13.4,368,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36,BO1,CAT1,CHECKUP1,RESP064,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,417,7.4,6.6,8.3,369,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36,BO1,CAT1,CHECKUP1,RESP065,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,296,4.8,4.1,5.4,370,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36,BO1,CAT1,CHECKUP1,RESP066,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,29,0.6,0.4,0.9,371,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36,BO1,CAT1,CHECKUP1,RESP067,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,Yes,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,521,7.2,6.4,8,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,36,BO1,CAT1,PERSDOC2,RESP053,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,945,18.5,17.2,19.8,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,36,BO1,CAT1,PERSDOC2,RESP054,(42.82700103200045
2014,NY,New York,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,520,14.6,13.3,16,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,36,BO1,CAT1,_HCVU651,RESP054,(42.82700103200045
2014,NY,New York,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,843,12.3,11.2,13.3,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,36,BO1,CAT1,GENHLTH,RESP059,(42.82700103200045
2014,NY,New York,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,356,4.9,4.2,5.6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,36,BO1,CAT1,GENHLTH,RESP060,(42.82700103200045
2014,NY,New York,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,758,40,37.2,42.8,3,,,,,,,,,,,,,
2014,NY,New York,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,612,34.6,31.8,37.3,3,,,,,,,,,,,,,
2014,NY,New York,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,Yes,Overall,Overall,821,17.8,16.3,19.2,3,,,,,,,,,,,,,
2014,NY,New York,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,Overall,Overall,58,1.8,1.3,2.4,3,,,,,,,,,,,,,
2014,NY,New York,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NY,New York,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,Overall,Overall,728,12.8,11.6,14,3,,,,,,,,,,,,,
2014,NY,New York,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,253,14.9,12.7,17.1,1,,,,,,,,,,,,,
2014,NY,New York,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,NY,New York,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Demographics,Age,What is your age?,65+ years,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,130,1.9,1.5,2.3,2,,,,,,,,,,,,,
2014,NY,New York,Physical Activity,Exercise,During the past month,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Physical Activity,Exercise,During the past month,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,869,41.8,39.1,44.6,3,,,,,,,,,,,,,
2014,NY,New York,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,971,58.2,55.4,60.9,3,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,835,14.4,13.3,15.5,2,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,549,9.5,8.5,10.4,2,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,286,4.9,4.2,5.6,2,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,363,21.4,19,23.8,3,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,547,24.5,22.2,26.7,3,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,683,25,22.9,27,3,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,642,24,21.8,26.2,3,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NY,New York,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,330,17.4,15.2,19.5,3,,,,,,,,,,,,,
2014,NC,North Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,492,5,4.4,5.5,573,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,37,BO1,CAT1,CVDCRHD4,RESP046,(35.466220975000454
2014,NC,North Carolina,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,311,5.1,4.4,5.7,3,,,,,,,,,,,,,
2014,NC,North Carolina,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,568,7.8,7,8.5,710,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,37,BO1,CAT1,_CASTHM1,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,826,11.5,10.5,12.4,664,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,37,BO1,CAT1,_LTASTH1,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,456,5.1,4.5,5.6,527,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,37,BO1,CAT1,CVDINFR4,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,366,3.7,3.3,4.2,619,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,37,BO1,CAT1,CVDSTRK3,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,648,7.8,7.1,8.5,848,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,37,BO1,CAT1,CHCCOPD1,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,980,10.8,10,11.6,1,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,,,,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,,,,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,232,2.6,2.2,3,986,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,37,BO1,CAT1,CHCKIDNY,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,621,6.2,5.6,6.8,802,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,37,BO1,CAT1,CHCOCNCR,RESP046,(35.466220975000454
2014,NC,North Carolina,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,NC,North Carolina,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,689,6.6,6.1,7.2,756,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,37,BO1,CAT1,CHCSCNCR,RESP046,(35.466220975000454
2014,NC,North Carolina,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,681,16.1,14.8,17.3,3,,,,,,,,,,,,,
2014,NC,North Carolina,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
